	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	coffee&tea_sentiscore	coffee&tea_total_business_score
7556	0	5	KYodYglcGA74mEF89j4UtA	pizza great however service called delivery when were hold minutes tried calling second cell phone they immediately picked asked could hold said they already hold finally hung both cell phones when wait time minutes update this hasnt happened since service improved drastically kudos owner management team pizza continues please	htNNxttBjRmRnP4d0XFl-w	htNNxttBjRmRnP4d0XFl-w	4	41357.97189814815	It3Vjr91d2M1kztL7rW9sQ	2	Sentiment(polarity=0.26666666666666666, subjectivity=0.5833333333333334)	0.0	0.0
3132	1	0	qgm9hWoVF4a6oYIhp7Qg_A	hippie store tempe come from santa cruz where this place would like maybe five similar places although actually here most small stores have turned into chains leaf whole foods with only couple like food hanging small store vibe tempe youve great little store here where always main shopping instance want frozen pizza they dont have like brands frozen pizza covered food sale right with coupon they have brand kinds meat veggie cheese outstanding they choosing thats small store they choose very well their stuff want chocolate chip cookies wont find kinds whole aisle with nothing cookies youll find maybe kinds theyll best youve ever want grapefruit juice best youve ever bread they their bread offer great price always interesting selection produce good desired compared santa cruz this godforsaken desert garden eden also theres belly dancing front every once while cool that they serve coffee drinks though have tried them they have chill spot mechanical horsey ones	oVAySgyWYzzmvJpTJ8PO5Q	oVAySgyWYzzmvJpTJ8PO5Q	5	41533.13265046296	ULxhplyueI4rCFwKFhyBfQ	0	Sentiment(polarity=0.2665854978354978, subjectivity=0.506547619047619)	0.0	0.0011123470522803114
3818	0	0	ezdY2o5rZFYowqVVr_XEsQ	best places lunch north scottsdale their cheese steaks good never seem tired them they also have cheap thin pizza price wise youll probably about bucks large sandwich drink fries thats normal price lunch area definitely worth keep your receipt coupon your next meal	Hpi9raHlFm6prTSzFHTurg	Hpi9raHlFm6prTSzFHTurg	5	41323.89148148148	GCjp0AdsQ4D_0-9Dnfb1WA	0	Sentiment(polarity=0.26642857142857135, subjectivity=0.5228571428571428)	0.0	0.0
3082	0	5	HKwV6AtgFboLclJWjsF7Fg	officially happy place yummy homemade cuban food mile from house worker headed over here lunch name would indicate buffet order anything buffet main dish other standard items available daily cuban sandwiches didnt these today they looked just like ones that sucked down miami plantainos maduros yummy caramelized plantains tostones smashed plantains fried little fritters good flan there little before noon place full crowd families suit types were greeted friendliest staff headed free table menu prices buffet vary they closed mondays take sold pound eating definitely best bargain this first visit each decided have buffet ensure sample much possible main buffet around items tried following pollo frita fried chicken fricas pollo sauce chicken both were juicy tender estofado jaudinera pulled pork with vegetables tomato sauce puerco asado unbelievably good roasted pork tender juicy with just right amount flavor yuca root served large slices tender yummo gris black beans rice frijol colorado beans addition they additional rices menudo little rolls these were only things that were somewhat generic soup thought this there smaller buffets with fresh fruits tossed salad with deserts which didnt even because were full added tostones smashed plantains fried little pancake like fritters plantainos maduros caramelized plantains that dusted with sugar sending them right over edge gastric heaven think these were each extra ended meal with cubano coffee mine lech flan really some best that have dense creamy with just perfect amount caramel sauce think coffees were each flans were well worth investment perfect ending wonderful meal lunch about each could have gotten under each just stuck buffet they have decent selection cuban latin drinks coke products pretty sure someone with corona they must serve beer well this place used pizza doesnt appear have gone through much updating dont expect much form atmosphere food really good fancy more like would someones home very clean wait staff extraordinarily nice they knew hadnt been there before kept asking everything questions half hours after entering place rolled ourselves back heat vowed back soon were full that would have been more comfortable they wheel barrow service that could have ported cars cest anyone there looking good alternative havana please check this place food isnt fancy schmancy very good authentic mama does cooking latin music background will have your toes tapping throughout your meal	ugmEOPSDyuKST64jXHZtVA	ugmEOPSDyuKST64jXHZtVA	4	39637.94758101852	dLWDy4yzVzMQuhjoEcRO0g	3	Sentiment(polarity=0.2659384572542467, subjectivity=0.5142007797270957)	-0.0011123470522803114	-0.0011123470522803114
3514	2	2	RvqY21kgweVvxNe09pfO8g	good good pizza sample cafeteria style kinda cool usually busy that frustrating bacon very thick which great change compared greasy spoon breakfast joints oatmeal good hugely proportioned french toast yummy simple breakfast meals potatoes great vegan menu well usually iced teas they have counter which think great service always great havent really disappointing visits cant wait come back	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	5	41019.55899305556	670k6Gr6V4VqLIKtVEmDuQ	1	Sentiment(polarity=0.2652941176470588, subjectivity=0.5573319327731092)	0.0	0.018909899888765295
5061	0	1	wcDZnruSrF9168DF9cSBsQ	maizies right across from church convenient option when bellies growling well before homily gets super busy loud after this best earlier their menu some interesting creative options like breakfast pizza turkey avocado benedict really hard time deciding what order last sunday options seemed heavy nothing seemed bill settled bagel pretty standard seemed overpriced enjoy their coffee best part weekend brunch	NPiLy71qqXzb45k9eQOgCQ	NPiLy71qqXzb45k9eQOgCQ	3	41489.14833333333	GCZcbSjNxR5ZG9HoRrX1sg	0	Sentiment(polarity=0.26515873015873015, subjectivity=0.5007142857142857)	0.0011123470522803114	0.002224694104560623
3384	0	1	_RsrlP1xbDmMfzB2lm1_PA	scramble great highly recommend doing early morning hike north mountain then heading straight there breakfast dont make there before nine weekends line will pretty long dont worry moves fast once inside simple modern with bright clean open space plenty seating theres also nice patio when weather good this order counter your drinks seat yourself style place pretty awesome concept breakfast place opinion help yourself your coffee they have different roasts variety creamers sauce great variety though sadly lacking sriracha everything menu looks tasty that pretty tough decide what everything ordered been really good favorites veggie scramble dried tomatoes squash peppers cheese with side rosemary potatoes toast really delicious toast their brizzas breakfast pizza fresh dough scrambled toppings like sausage chorizo gouda just ahead anything really dont think wrong	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	4	41293.78555555556	OJqFD9x0VSo26WwNgdGd7w	0	Sentiment(polarity=0.26436213991769547, subjectivity=0.6752028218694883)	0.0	0.018909899888765295
8844	0	2	n1FTMfKUzQZjpUzVBWaqVQ	first tried spinatos about year half really liked wanted back some reason wife didnt want back yesterday finally convinced back with assist from sister arrived right around wait minutes table note this they have patio with tables didnt appear that they were seating anyone therenot sure because windy decided order instead twenty five minutes later order ready ordered mammas signature pizza which comes with baby spinach diced tomatoes garlic back worried that pizza wasnt going good remembered that built much mind nope still delicious nice sweet sauce crispy crust outside great middle pieces seemed little soggy blame that drive home rather than anything spinatos even wife said better than remembered looks like there more spinatos future only downside that order their delicious garlic bread battle time give spinatos four stars deliciousness pizza fact that likely make return visits looking forward having leftovers	RztX0zV7ObHZD08SDUhI0Q	RztX0zV7ObHZD08SDUhI0Q	4	39907.65243055556	bAdsFiJbGiRzBzhSTUD_2A	1	Sentiment(polarity=0.26413139329805996, subjectivity=0.4851704879482657)	0.0	0.0
2962	0	0	TavH1Ow8vPKE4ZgoWtdlEA	learned about from hummus junior sells hummus some farmers markets around town restaurant location behind burger king which somewhat tricky find sometimes newbies restaurant numerous options meat meat eaters enjoy food friend mine attends school nearby numerous food allergies said food choices have been specifically gluten free they right most part like menu variety some things confuse such kung pasta there many things that hard choose hummus salads pizza pastas tamales which rather delicious more everything have eaten delicious really enjoy veggie wrap cook actually takes ones preferences makes food ordered lentil soup just sounds nothing interesting pretty tasty portions typically rather huge prepared with some food after youre finished thing that irritated once lack specific teas menu listed these interesting teas looking forward some server gave some plain fresh easy brand told could find anything else places that advertise these things then dont have them charge same that what advertised depending whos serving will depend service good servers unimpressive servers sometimes farmers markets hummus booth coupons meals usually server doesnt give stink using coupon they tend have specials from time time like free kids meals mothers something like that owner sabeur very friendly often talks customers while youre there	PWW_jT4tHP_r1S18ePJyTQ	PWW_jT4tHP_r1S18ePJyTQ	4	41096.82398148148	UJJYM5ZFG0imgJU9wQUuEw	0	Sentiment(polarity=0.26323891625615764, subjectivity=0.5626847290640394)	0.0	0.0
1843	0	0	rFNJiEq80JGRELw-Z88nCg	came here happy hour dinner this evening nice happy hour with margaritas mexican pizzas recommended there were just other people here this early kitchen staff super fast others have stated most food spicy green chili less than there items their menu which their guacamole delicious with unique garlicky note your mouth gets from spices then order sombrero drink shots milk shot coffee liqueur cool another option order their outstanding sopapillas with honey which will also sooth your mouth chicken chimichanga generous size very good green corn tamale little small just average flavor nice their colorful patio which feels secluded lively music playing will certainly return this delicious restaurant	46hnat0aLao-qYWZkN9aBg	46hnat0aLao-qYWZkN9aBg	5	42014.0059837963	5Qd_0V-ficxgRX4QdUfAvQ	0	Sentiment(polarity=0.2630698468198468, subjectivity=0.6205677655677655)	0.0011123470522803114	0.0011123470522803114
9177	0	0	K7okoAku0wPN-OdJDIr05Q	this significant others pizza spot weve gone twice last three weeks pizza crust thin slight charred tasty ingredients always fresh pollo salad surprisingly delicious something healthy once bartenderfemale very knowledgeable about wines opened steal away when table waiter very attentive owner always gives complimentary creamy limoncello thank	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41668.17114583333	M3wC8JtWO0hEIzWYxJd_Mw	0	Sentiment(polarity=0.2628333333333333, subjectivity=0.5758333333333334)	0.0	0.004449388209121246
7641	1	1		nice breakfast place pricier side since been pigging last days opted healthy peach cashew oatmeal came with side agave syrup sweeten taste making this home would have potentially caramelized peaches little griddle toasted nuts they didnt this lacked pizzaz refinement know what mean coffee here excellent stuff wish more time linger over another	HCCg-rVnHQ2FI6lHs_LvUQ	HCCg-rVnHQ2FI6lHs_LvUQ	3	42288.60623842593	bxJfL_Vl1DxFiQSaVoqCsQ	1	Sentiment(polarity=0.2625, subjectivity=0.6567708333333333)	0.0011123470522803114	0.0011123470522803114
1751	0	0	U_jcGikiyoEY-nJtq5nMLw	thought could groupon only valid tapas wednesdays nevertheless already walked blocks decided check place nice ambience wine bottles lining walls bench seating running along wall high which good petite running well which relief from walking outside late summer heat portuga white wine refreshing wine connoisseur this wine crisp clean like said refreshing glasses hitting right spot ordered brie puff pastry with raspberry inside middle didnt taste first bite puff pasty flaky good think couldve used more brie there like teaser their blackberry panini thought maybe combination filling with panini enough filling panini with whipped butter would very good sandwich didnt work side salad spinach included with sandwich good like feta cheese spinach they there definite winner pizza with chorizo manchego mozzarella taste chorizo cheese like chorizo barcelona tapas dough thin just right anything come back that sample their margherita pizza also that good roasted roma tomato complemented dough cheese owner mentioned some menu items something with maximus name which would have come back when busy that would around	pKiSzUlBBRNEdTML24piXA	pKiSzUlBBRNEdTML24piXA	4	40789.0040625	U-2-FDERUB_Acsb4NfTeOQ	0	Sentiment(polarity=0.26184981684981684, subjectivity=0.5208241758241758)	0.0	0.0
893	0	0	4m0DHamo6wCa-7MCtlMgng	best cheese steak arizona best meatball subs west from jersey have eaten down east coast this place real jewel only authentic italian deli have found here arizona cheesesteak italian baguette crispy outside soft inside pasta deli cant wrong here important understand that everything home made takes time more than think approx minutes most orders call your order ahead time then will love coming here often they sell limited quantities pizza dough daily make home amazing cheap	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	40510.84605324074	hZFzo6HD06gtj4J7O2ki_Q	0	Sentiment(polarity=0.2617376775271512, subjectivity=0.45167084377610695)	0.0	0.0
3128	0	1	IPffPGhHNxBTvGJZPADVfw	been here times since initial coming sweet tomatoes still torn about which prefer this souper saladthe prices nicer there they that amazing homemade whipped cream this closer home more options today tried everything wonton salad probably favorite thing actual lettuce salad they really good pasta salad potato salad corn muffin moist with actual pieces corn them wish would have saved room another they three different types brushettaor however spell that like cheese bread with tomatoes other like cheese pizza also cheesy garlic bread type thing tomato basil soup really good reminded pizza sauce chicken noodle soup least favorite with chicken doughy noodles potato leek corn chowder were both amazing others were okay just remarkable their strawberry lemonade amazing their vanilla bean coffee their warm brownie bites with soft serve nuts their delicious sugar free chocolate mousse	NZAxQxXH0YkSzPOKd_Nv-w	NZAxQxXH0YkSzPOKd_Nv-w	5	41868.91189814815	wqcO86hX2t2X9MsDIsIwnQ	1	Sentiment(polarity=0.26145833333333335, subjectivity=0.6468750000000001)	0.0011123470522803114	0.0011123470522803114
4703	0	2	7pr8539YUWBp93tf12L4nw	them parking grove pkwy tempe they show there tuesdays gave them first time tried them their specials which jalepenos green chilis what impressed with light crispy their crust with chewiness sauce good tomatoey tang cheese really good quality fresh mozzerella greasy nice cheesy saltiness fresh jalepenos green chilis gave nice kick fresh basil also nice touch overall just high quality pizza super picky with pizza probably dont like ones there second time went them popey which garlic cherry tomatoes garlic another winner pizza people makes some best pizza phonix owners super down earth nice well also side salad visit which steal fresh mixed greens with balsomic vinigarette onions were thick though like mine sliced super thin will definately couple time month pizza	scoJNOqcw2peNlO31UYTaA	scoJNOqcw2peNlO31UYTaA	5	40906.7449537037		2	Sentiment(polarity=0.261275720164609, subjectivity=0.5754526748971193)	0.0	0.0
2207	1	0	iY7gjGryeuyzMlUzENorYQ	staff friendly decoration cute location great pizza tasty ordered biancoverde which fresh mozzarella parmigiano reggiano ricotta arugula added fennel sausage pretty good although should added prosciutto instead sausage that fail part only thing that they didnt have ranch pizza slightly toasty taste buds cool place though	cs1qJvnWUg_f8g020z_3PQ	cs1qJvnWUg_f8g020z_3PQ	4	41840.929131944446	BEgwL_ce-Hs7AIHq2ljk3A	0	Sentiment(polarity=0.26083333333333336, subjectivity=0.6466666666666667)	0.0	0.004449388209121246
6390	1	2	vk3GQpbJgThpfBI_GAQBcg	pizza this place absolutely rocks ingredients notch crust wonderful looking quick frills pizza this place area located strip mall with fine foods street just south thunderbird lived area about year before even tried this place because seemed descript wife decided give ever since been pizza rotation although restaurant very clean stylish they serve beer bottled ambience little weak wouldnt really couldnt recommend date place joint hang bright more fast food deli type feel like oreganos where could with group friends pitcher beer kick back light absorbing ambience looking leftover tchotchkis from buca beppo grace walls with people ordering pizza sandiwiches pasta dishes this strictly pizza joint pretty much just pizza salads pizza cookie they serve their pizza fabulous used make homemade dough pizza time incredible nick willys tastes just like really good homemade hand tossed pizza their pizza second none really fantastic thin crust cracker thin like oreganos just enough crust that taste whereas oreganos pretty much untasteable wafer thin piece cardboard serving just hold toppings pizza watch them make pizzas well look corner check what permatuned foodnetwork with closed captioning five little tables joint dont think that they deliver looks like dine pick only more thing mention their claims fame seems that pick ready made pizza that uncooked take home throw into oven this seems like great tried times using pizza stone open cardboard bake that pizza comes grill stone good grill came best even some reason just doesnt taste good actual cooked nick willys pizzas take bake pizzas only seem taste about good phenomenal ones cooked restaurant service good manager dont know owner great real nice more things they have deal where theyll hook with salad drink free refills little personal pizza choose between daily special pizza cheese pepperoni then theyll crank many salads personal pizzas want pizzas small maybe they size normal slices takes about minutes next pizza made baked after just keep that mind also from memerobilia reviews walls this place seems chain that started boulder colorado havent found other valley locations though	9KzLFQrA_tSBGVDNeZrB8Q	9KzLFQrA_tSBGVDNeZrB8Q	4	39250.548854166664	aL8bsRizroTmK6mBobL6tg	1	Sentiment(polarity=0.2607122331691297, subjectivity=0.5764039408866997)	0.0	0.0
1402	0	0	HBJHgHUMZnZRKvmF2w0TKQ	this pure philly arizona having been philly fair number times enjoy solid cheesesteak this where grab arizona there only problem though used there were guys working counter that were complete jackasses understand place grab philly cheesesteak dont want side order philly attitude that enough watching eagles games with some friends plus side they recently merged with pizza place that used serve best pies area they sell recipe pizzas they amazing food good some older workers place need check their philly attitudes door	Hpi9raHlFm6prTSzFHTurg	Hpi9raHlFm6prTSzFHTurg	3	40595.8603125	HIKl1rTzrS5Pw-PLoUpvzQ	0	Sentiment(polarity=0.2600732600732601, subjectivity=0.5525641025641025)	0.0	0.0
4989	0	7	9WDFTdcLaCvXn-WTn-2Lbw	love love love that they have vegan menu scramble options down theyve even vegan breakfast entr some great loose leaf teas fresh made milk various flavors sauces more their outdoor patio theyre friendly also highly appreciate fact that they separate cookware plates their vegan dishes biggest problem with scramble their consistency food just doesnt come same every time first visit tofu soyrizo burrito resulted burrito that extra oily sweet potato hash that blackened burnt extra oily next visit today resulted burrito with tofu that wasnt cooked seasoned well last time chunks white tofu sweet potato hash good this time also like more soyrizo added burritos miniature salsa provided with these dishes should also increased size easy through bites still really place just hope that they their cooking prep down that dishes turn more consistent better also like vegan brizza breakfast pizza added menu with tofu instead	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	4	40496.71708333334	aSbnrqpX-CHr8nxHhaCHZw	2	Sentiment(polarity=0.259665487768936, subjectivity=0.39983937518420276)	0.0	0.018909899888765295
3024	0	0	gjM6ZGL3wu1DAamd3YyG4g	wanted like stella cute enough right around corner from place particularly good either good value lunch dinner there dont recall lunch entree dinner prosciutto arugula pizza choice either that steak poivre which tells more about haphazard selection dishes menu than does about think pizza also priced same similar pizza from pizzeria bianco which would have been much better wheres gordon ramsay when need	2gzB4EE7B_QEFWZtJTG4dA	2gzB4EE7B_QEFWZtJTG4dA	3	42860.2140162037	npHhYvK3nxh-GMigvhtglQ	0	Sentiment(polarity=0.25857142857142856, subjectivity=0.5560714285714285)	0.0	0.0
2069	0	0	7gkG_xB8jQ5qczmzjbWHWA	like ordering from this place nothing menu baked ziti sooo delish portion huge steak cheese philly best have awhile staff orders pizza wings cold sammies from there cant enough yesterday even pretty cute delivery driver	EHgGscaiJBghjZVT9hsBFw	EHgGscaiJBghjZVT9hsBFw	5	40732.988032407404	LMulVPcUbokVVbjLdXx_Hg	0	Sentiment(polarity=0.25833333333333336, subjectivity=0.7833333333333333)	0.0	0.0
2541	0	1	MBRadd9H_-oGBAEsXrsj1A	just moved here from francisco wanted pick quick salad pizza have relaxed settled ordered chicken fajita salad cheesesteak which exceeded expectations delicious what will make come back this location their friendly management especially mike thank good experience	gp9ZESRRNLqWfgJtEzPThA	gp9ZESRRNLqWfgJtEzPThA	5	42429.824421296296	jz_k1g7GWWF3spNT8DTLug	0	Sentiment(polarity=0.25833333333333336, subjectivity=0.6500000000000001)	0.0	0.0
8552	0	0	BO9Mf91588o85Wra0iJM2g	whenever there some sort holiday reason take someone nice steak seafood dinner this place wish could there once week little pricey that huge mastros well dominicks really cool ambiance that appeals more basically same menu their fresh bread basket some really tastes breads would highly recommend seafood tower which favorite start could just fill seafood tower salad alone also recommend shrimp dominick which this amazing sauce that also your bread have never meat there sides delicious they pretty large always taking home tons leftovers there nothing better than steakhouse leftovers except maybe cold pizza anyway next butter cake favorite dessert still have room after everything else which usually case looking impress this definitely spot plus quarter cool place walk around after dinner ipic right there catch movie	3p4M5be6uc1S78TO62gmOg	3p4M5be6uc1S78TO62gmOg	5	41719.60686342593	ZW9faHaG-VWJkJYznZvMlg	0	Sentiment(polarity=0.2578409090909091, subjectivity=0.6217857142857144)	0.0	0.0
6423	0	0	cndIcQOZ28ZvSmQpJ4fgSg	pretty good chain pizza service good once waitresses attention must that there nothing special about this particular restaurant location small side salad with vinagrette dressing very tasty followed meateaters pizza pizza really just average nothing write home about theyre cheap means	Tp07u-0AOFRfQhtNpAXaQA	Tp07u-0AOFRfQhtNpAXaQA	3	40694.197847222225	p8vxNiEvd66iHDnvkf4YRw	0	Sentiment(polarity=0.2573809523809524, subjectivity=0.5104761904761905)	0.0	0.0
1181	1	4	cZtDnIFXlpUyMcCz2SY3Pg	take pizza wing cheese steak spot open late they have cheap lunch specials check their coupons they that topping large pizzas theyre good pizzas flavored crust cant beat that they recently those cool coke machines where customize your flavored beverages lime coke other flavored drink think great addition cheesesteaks bangin honey buffalo wings point they also have chicken bacon ranch fries that great will fill right cheap even their greek salad pretty good pizza take spot love this place	gp9ZESRRNLqWfgJtEzPThA	gp9ZESRRNLqWfgJtEzPThA	4	42610.230092592596	YvqFcX5s0cHhqAFrXvNOHw	5	Sentiment(polarity=0.25735294117647056, subjectivity=0.5876050420168067)	0.0	0.0
421	0	4	A-Ro8NJfPEFDKceHq6wbiQ	first visit barros least this location maybe white pizza very good good crust burnt good texture mozzarella parmesan lovely lumps ricotta every slice basted with olive light garlic flavor thin slices tomato imparting just nice hint tomato flavor marinara less white pizza overly salty either only crossed barrier virtue adding side garlic bread well filled generous sized small pizza take home them after friday night could tell place been jammed though quietened down steady stream customers continued through doors both dine take very informal polished concrete floors noted none foul smells others noted below basically slightly spartan with polished concrete floors came across clean rush appeared have been over while sure there excuse crumpled paper napkins left floor here there throughout dining area basic walk ordering counter slightly padded booths bare tables staff friendly food served reasonably promptly really good there better pizza valley sure this very good quick convenient meal want ambiance that elsewhere barros just good maybe context even great neighborhood pizza parlor with pasta subs granted waxing effusive meal based review more than satisfying back more	yvJqxVTO_qwRGLMtUrqzQw	yvJqxVTO_qwRGLMtUrqzQw	4	41405.29142361111	-5IhsZXkCka8u8LVksXKLw	2	Sentiment(polarity=0.2572883597883598, subjectivity=0.49011904761904773)	0.0	0.0
5002	1	0	9wdhtTGigC9khcN8QG2u3w	scramble home best breakfast entrees town slow down wait santa eggs benedict fact that every single review does focus solely this morning opus southwest confirms what have always suspected heat finally shriveled phoenicians tastebuds into tiny pieces gravel santa poached eggs atop yummy jalapeno cornbread smothered chipotle hollandasie kick isnt faint mouth where might rich some entree splitting spouse best southwest plate also tried caramel banana pancakes scramble hash brown think hash browns juicing bacon cheese chorizo brizza brizza breakfast pizza brizza huge huge miss made feel sluggish greasy just looking everything else scramble offers order counter service interior bright cheery they also have friendly patio where theyre always sweet loves scramble because fussing fawning water bowl occasional dropped breakfast potato pros yumminess fast service cheerful interior large patio friendly cons paper coffee cups stubborn want cermaic cross armed frowners complain about quickly moving line	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	4	40309.86027777778	3_QnhZmuZtAOHNgztR-QZg	0	Sentiment(polarity=0.25633195307108353, subjectivity=0.5502933057280884)	-0.0011123470522803114	0.018909899888765295
3216	3	5	jbAhh9OOd6Hp_N7A9yZrfA	freds exactly imagined barneys restaurant would everything trendy stark from menu down seating everything restaurant just exudes cool cool enough gave happy been hearing about freds sunday brunch since they opened with bourbon street brunch menu live orleans jazz sounded like perfect spot take visiting from town entered noticed restaurant bright open allows look down into town decor cool course with blacks whites grays down comfortable window seat booth near live musician singing playing jazz piano staff immediately friendly menu offered choice variety options ranging from salads brunch pizza honor sunday brunch went italians version huevos rancheros made with their homemade bruschetta opted chicken salad iced refreshing could have solely focused variety bread they brought would have been satisfied meal good little rich appetite flowing with sauce that resembled marina sauce came with side potatoes like huevos rancheros like italian food this would good choice unfortunately just wasnt exactly what hoping still quite delicious freds fault that ordered something just rich appetite this visit ended having some moms chicken salad which light fresh dressing little light still nice taste really liked secretly coveted decision really enjoyed atmosphere freds perfect place relax catch next time return salad route possibly bourbon street brunch which sounded amazing	TP6hgLCNGkqjFne9nCfaiA	TP6hgLCNGkqjFne9nCfaiA	4	40483.26876157407	RBZ_kMjowV0t6_nv2UKaDQ	5	Sentiment(polarity=0.2546831955922865, subjectivity=0.6571969696969696)	0.0	0.0
4740	0	1	xNoNwriMGvmy-o1Gvq0fyQ	have been going defalcos since when they were location thomas have eaten other italian delis over valley this place rivals quality food excellent staff gets know customers they continue return highly recommend purista cheese steak margerite pizza tims special pizza soups italian items they cant beat wine selection also fantastic tony defalco owner tries every single wine before putting bottle shelves fantastic wines from number regions cant enough about this place here least three times week have many years healthy delicious make sure call orders ahead this place gets really busy defalcos true desert classic with year recipes some friendliest staff around dedication excellence	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	40398.61450231481	Orhi2h3UzkGupqTU00NKfQ	1	Sentiment(polarity=0.2545989974937343, subjectivity=0.5161194653299916)	0.0	0.0
2017	0	0	t93SSdS7yG2Mekseg9fddw	want start this saying that this first time defalcos will definitely going back thats always good sign there right before lunch rush didnt have wait order ordered italian sausage sandwich with peppers onions boyfriend steak cheese sandwich ordered some time poke around grocery part store while waiting order mostly wines olive oils which looked like good selection took about minutes order ready seemed like people call their orders ahead time note self sandwiches were pretty amazing actually usually biggest sausage since this place known wanted this what sausages meant taste like feel like been missing whole life impossibly moist flavorful didnt taste sausage dont know that will make sense anyone else sausage ness what dislike about most sausages topped with their sauce which wonderful italian roll perfect back pizza desserts	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	42403.823587962965	hTJYxTNSJs5v8RDWmFtndw	0	Sentiment(polarity=0.253452380952381, subjectivity=0.4834523809523811)	0.0	0.0
4754	0	2	oJYicGLfSxBZEUpaXSZC-Q	went here last night dinner around wasnt crowded were seated promptly there pizza wine special every weds apparently opted order from menu pizza lunch love trying chicken salad sandwiches places should this place different maizies grapes dried apricots mixed wonderful perfectly peppery balance fruit side server recommended hand sweet potato fries which disappoint love fries that medium like theirs fresh potatoes were amazing chipotle aioli quite good wasnt mood drink what sangria which pretty good would definitely order next time want cocktail ordered special which ribs with sides potatoes roasted veggies some sort corn couldnt finish that quite quite steal have leftovers hope back there happy hour which runs from cant remember weekdays every look forward sangrias	NPiLy71qqXzb45k9eQOgCQ	NPiLy71qqXzb45k9eQOgCQ	3	40353.974803240744	cggzCuDDtfvtKFp2fnLzRQ	0	Sentiment(polarity=0.25292207792207794, subjectivity=0.564069264069264)	0.0	0.002224694104560623
8800	1	1	KCiEtUTuIQlj4ANfKBWfoA	boyfriend come here least once month finally have order down science have always great service food drinks that being said last night extra awesome lounge area because dining room looked pretty busy were picky bartender seemed little that never bothers weve both been service industry understanding ordered usual margherita pizza with prosciutto goat cheese along with basil motzz thats already good pizza delivered with cheese which pretty funny server thought said cheese instead goat cheese completely understandable both laughed were totally fine waiting them remake manager chris came over offered most sincere apology also shared laugh about misunderstanding also took pizza bill didnt think this necessary greatly appreciated service hospitality were above exceptional this restaurant like only becomes popular endures timeframe which most bright restaurants fizzle again weve both worked service industry understand mistakes loyal restaurants phoenix because those mistakes handled manager chris server didnt catch name grande orange general epitome great service management yall again soon finally tried peanut butter boyfriends words were literally never better dessert entire life	7cK9uEV09iPmsTqOqmY3kQ	7cK9uEV09iPmsTqOqmY3kQ	5	42086.99149305555	dxqdtiWO72Kvt6CJltNP4g	2	Sentiment(polarity=0.25216503267973855, subjectivity=0.5901143790849673)	0.0	0.012235817575083427
9133	1	0	PpeRdRanzmU6Nqt4V_D3rw	with pizza places this particular corner would have expected place coming over margarita pizza just barely cheese made with sauce instead fresh tomatoes just around bust they dont have much menu especially someone gluten free wait staff awesome	pBFewLcdLnf1XwPTE4jtyQ	pBFewLcdLnf1XwPTE4jtyQ	2	41258.89267361111	pgbMIGVJuX_9CgO045brVQ	1	Sentiment(polarity=0.2520833333333333, subjectivity=0.5416666666666666)	0.0	-0.002224694104560623
2447	1	1	LMs3SnKTJiCf_HiOB7dQfQ	around pizza places dime dozen place that above competitors same considerable price restaurant small with york city vibe always todays music hits playing would only downside that they close pretty early after night definitely isnt option stop quick bite tempe location definitely caters college atmosphere majority their customers students mixed with some faculty that located area great casual place some great pizza while saving some time money walls they have decal that says warning cook degress hottest minutes your life this definitely shows their personality restaurant also tells quick story about their food another example their creative name their pies instead basic names they twist such lively environment their staff great willing accommodate special requests their goal that once your oven will door minutes they sell personal sized pizza thinner crust best part about this place that made fresh each person even getting their classics pies they will still make fresh order they offer appetizers that include meatballs caprese garlic knots garlic knots this world meatballs great filling choice mood pizza they also sell salads these salads pretty large size reasonable price while these entrees delicious cookies real show stoppers personally have been just chocolate chip cookie they large size they keep them warm throughout another perk about tempe location that have dollar anytime except during happy hours deal during happy hour even better classic pies drink this definitely within college kids budget dont have give quality price most common pizza from section menu which means already created chef inspired called spicy butcher choose whether want white wheat crust then they spicy marinara sauce then they some basil basil fresh mozzarella after cheese been added banana peppers next then finally pepperoni sausage this time favorite love spicy food perfect definitely give chance when youre tempe will disappointed	feu6_wWLD5l_2Ha3In_ENA	feu6_wWLD5l_2Ha3In_ENA	5	42676.84768518519	Umab9sR2LaAVzulZpMvsIg	1	Sentiment(polarity=0.2520271395271395, subjectivity=0.5617673992673994)	0.0	0.0
